party,result,council
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.23,"Миколаївська обл., Єланецька районна рада"
"Політична партія ""Нова держава""",  15.38,"Миколаївська обл., Єланецька районна рада"
"Політична Партія ""Опозиційний блок""",  15.38,"Миколаївська обл., Єланецька районна рада"
"Політична партія ""Наш край""",  26.47,"Миколаївська обл., Миколаївська районна рада"
"Політична Партія ""Опозиційний блок""",  14.71,"Миколаївська обл., Миколаївська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.82,"Миколаївська обл., Миколаївська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",   8.82,"Миколаївська обл., Миколаївська районна рада"
Радикальна партія Олега Ляшка,   5.88,"Миколаївська обл., Миколаївська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Миколаївська обл., Миколаївська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Миколаївська обл., Жовтнева районна рада"
"Політична Партія ""Опозиційний блок""",  17.65,"Миколаївська обл., Жовтнева районна рада"
"Політична партія ""Наш край""",  14.71,"Миколаївська обл., Жовтнева районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   3.85,"Миколаївська обл., Кривоозерська районна рада"
"Політична партія ""Наш край""",  23.08,"Миколаївська обл., Врадіївська районна рада"
"Політична партія ""Наш край""",  29.41,"Миколаївська обл., Вознесенська районна рада"
Радикальна партія Олега Ляшка,   8.82,"Миколаївська обл., Жовтнева районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Миколаївська обл., Жовтнева районна рада"
політична партія ДемАльянс (Демократичний альянс),   5.88,"Миколаївська обл., Жовтнева районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  26.47,"Миколаївська обл., Баштанська районна рада"
